index,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,WeekdaySale,MonthSale,AgeBuilding,Weekend
12015,Glen Huntly,2,u,450000.0,S,Woodards,2017-07-29,10.1,3163,2,1,1,0.0,77.0,Glen Eira,-37.88937,145.04038,Southern Metropolitan,2403,"-37.88937, 145.04038",Rd,5,7,7,1
12016,Glen Iris,4,h,1908000.0,SP,other,2017-07-29,7.3,3146,4,1,1,702.0,126.0,Boroondara,-37.84914000000001,145.06421,Southern Metropolitan,10412,"-37.84914, 145.06421",Pde,5,7,47,1
12017,Glen Iris,2,t,955000.0,S,Jellis,2017-07-29,7.3,3146,2,1,1,197.0,1.0,Stonnington,-37.85448,145.0485,Southern Metropolitan,10412,"-37.85448, 145.0485",Rd,5,7,47,1
12018,Glen Waverley,4,h,1200000.0,S,Harcourts,2017-07-29,16.7,3150,4,2,2,660.0,126.0,Monash,-37.88927,145.18548,Eastern Metropolitan,15321,"-37.88927, 145.18548",St,5,7,47,1
12019,Glen Waverley,3,h,1130000.0,S,Harcourts,2017-07-29,16.7,3150,3,1,1,836.0,126.0,Monash,-37.89928,145.1474,Eastern Metropolitan,15321,"-37.89928, 145.1474",Rd,5,7,47,1
12020,Glenroy,3,h,820000.0,S,Stockdale,2017-07-29,11.2,3046,3,1,4,650.0,135.0,Moreland,-37.70768,144.92586,Northern Metropolitan,8870,"-37.70768, 144.92586",St,5,7,67,1
12021,Glenroy,3,h,760000.0,S,Barry,2017-07-29,11.2,3046,3,1,4,625.0,126.0,Moreland,-37.69912,144.90996,Northern Metropolitan,8870,"-37.69912, 144.90996",other,5,7,47,1
12022,Glenroy,3,h,680000.0,S,other,2017-07-29,11.2,3046,3,1,1,422.0,104.0,Moreland,-37.70425,144.93164,Northern Metropolitan,8870,"-37.70425, 144.93164",Av,5,7,57,1
12023,Glenroy,3,h,629500.0,S,YPA,2017-07-29,11.2,3046,3,1,1,610.0,126.0,Moreland,-37.69865,144.91733,Northern Metropolitan,8870,"-37.69865, 144.91733",St,5,7,47,1
12024,Gowanbrae,3,h,900000.0,SP,Nelson,2017-07-29,12.9,3043,3,2,2,453.0,126.0,Moreland,-37.70606,144.89412,Western Metropolitan,1071,"-37.70606, 144.89412",Cr,5,7,47,1
12025,Greensborough,4,h,770000.0,PI,other,2017-07-29,16.1,3088,4,2,2,789.0,169.0,Banyule,-37.69646,145.12163,Northern Metropolitan,8524,"-37.69646, 145.12163",Cr,5,7,42,1
12026,Greensborough,4,h,887500.0,S,hockingstuart,2017-07-29,16.1,3088,4,2,2,737.0,126.0,Nillumbik,-37.68433,145.11018,Northern Metropolitan,8524,"-37.68433, 145.11018",Dr,5,7,47,1
12027,Greensborough,4,h,900000.0,S,other,2017-07-29,16.1,3088,4,3,1,807.0,190.0,Banyule,-37.70077,145.12743,Northern Metropolitan,8524,"-37.70077, 145.12743",Pl,5,7,42,1
12028,Hadfield,3,h,860000.0,S,Stockdale,2017-07-29,11.2,3046,3,2,2,591.0,126.0,Moreland,-37.71177,144.94781,Northern Metropolitan,2606,"-37.71177, 144.94781",St,5,7,47,1
12029,Hawthorn,2,u,580000.0,S,other,2017-07-29,5.3,3122,2,1,1,0.0,126.0,Boroondara,-37.83197,145.04306,Southern Metropolitan,11308,"-37.83197, 145.04306",Rd,5,7,47,1
12030,Hawthorn,2,u,840000.0,S,Woodards,2017-07-29,5.3,3122,2,1,1,974.0,126.0,Boroondara,-37.81494,145.01744,Southern Metropolitan,11308,"-37.81494, 145.01744",St,5,7,57,1
12031,Hawthorn,3,h,1460000.0,S,Nelson,2017-07-29,5.3,3122,3,1,1,259.0,126.0,Boroondara,-37.81628,145.02125,Southern Metropolitan,11308,"-37.81628, 145.02125",St,5,7,47,1
12032,Hawthorn East,2,u,400000.0,VB,Jellis,2017-07-29,6.2,3123,2,1,1,0.0,126.0,Boroondara,-37.82465,145.05092,Southern Metropolitan,6482,"-37.82465, 145.05092",Rd,5,7,62,1
12033,Heathmont,3,h,901000.0,S,hockingstuart,2017-07-29,21.3,3135,3,2,2,678.0,126.0,Maroondah,-37.83637,145.24246000000005,Eastern Metropolitan,3794,"-37.83637, 145.24246",Gr,5,7,42,1
12034,Heidelberg,3,t,835000.0,VB,hockingstuart,2017-07-29,8.9,3084,3,2,2,161.0,135.0,Banyule,-37.74897,145.07023999999996,Eastern Metropolitan,2890,"-37.74897, 145.07024",St,5,7,7,1
12035,Highett,3,h,1257000.0,S,Hodges,2017-07-29,16.0,3190,3,1,2,572.0,126.0,Bayside,-37.9526,145.04207,Southern Metropolitan,4794,"-37.9526, 145.04207",Rd,5,7,47,1
12036,Highett,3,t,1200000.0,S,other,2017-07-29,16.0,3190,3,1,2,269.0,125.0,Bayside,-37.94775,145.02379,Southern Metropolitan,4794,"-37.94775, 145.02379",Av,5,7,17,1
12037,Highett,3,t,1030000.0,PI,Hodges,2017-07-29,16.0,3190,3,2,2,240.0,180.0,Bayside,-37.9461,145.02432,Southern Metropolitan,4794,"-37.9461, 145.02432",St,5,7,11,1
12038,Highett,3,h,1260000.0,S,Buxton,2017-07-29,16.0,3190,3,1,0,642.0,126.0,Kingston,-37.94691,145.04935,Southern Metropolitan,4794,"-37.94691, 145.04935",other,5,7,47,1
12039,Highett,4,t,1200000.0,S,hockingstuart,2017-07-29,16.0,3190,4,2,2,304.0,183.0,Kingston,-37.94633,145.04947,Southern Metropolitan,4794,"-37.94633, 145.04947",other,5,7,10,1
12040,Highett,2,h,1150000.0,PI,hockingstuart,2017-07-29,16.0,3190,2,1,2,591.0,100.0,Bayside,-37.94763,145.02716999999996,Southern Metropolitan,4794,"-37.94763, 145.02717",St,5,7,67,1
12041,Hillside,3,u,485000.0,S,Barry,2017-07-29,18.0,3037,3,2,2,345.0,126.0,Melton,-37.70428,144.74705,Western Metropolitan,5556,"-37.70428, 144.74705",other,5,7,12,1
12042,Hillside,4,h,618350.0,S,YPA,2017-07-29,18.0,3037,4,2,2,542.0,221.0,Melton,-37.68104,144.74608,Western Metropolitan,5556,"-37.68104, 144.74608",Dr,5,7,8,1
12043,Hoppers Crossing,3,h,540000.0,S,Ray,2017-07-29,18.4,3029,3,2,2,580.0,200.0,Wyndham,-37.87447,144.66771,Western Metropolitan,13830,"-37.87447, 144.66771",Ct,5,7,27,1
12044,Huntingdale,3,h,990000.0,VB,Barry,2017-07-29,12.3,3166,3,1,2,628.0,126.0,Monash,-37.90904000000001,145.10903000000005,Southern Metropolitan,768,"-37.90904, 145.10903",St,5,7,52,1
12045,Ivanhoe,4,h,2250000.0,VB,Nelson,2017-07-29,7.8,3079,4,2,2,1011.0,126.0,Banyule,-37.76231,145.05138,Eastern Metropolitan,5549,"-37.76231, 145.05138",Av,5,7,47,1
12046,Ivanhoe,4,h,2530000.0,VB,Miles,2017-07-29,7.8,3079,4,2,0,637.0,306.0,Banyule,-37.77671,145.04005,Eastern Metropolitan,5549,"-37.77671, 145.04005",St,5,7,81,1
12047,Jacana,3,h,620500.0,S,RW,2017-07-29,14.0,3047,3,1,4,764.0,126.0,Hume,-37.68907,144.91459,Northern Metropolitan,851,"-37.68907, 144.91459",Ct,5,7,47,1
12048,Keilor East,4,h,1475000.0,PI,Harcourts,2017-07-29,11.7,3033,4,2,2,988.0,126.0,Moonee Valley,-37.75166,144.87552,Western Metropolitan,5629,"-37.75166, 144.87552",Dr,5,7,47,1
12049,Keilor Park,3,h,750000.0,S,Nelson,2017-07-29,10.4,3042,3,2,2,761.0,222.0,Brimbank,-37.72224,144.85738999999995,Western Metropolitan,1119,"-37.72224, 144.85739",St,5,7,37,1
12050,Keilor Park,5,h,765000.0,SP,McDonald,2017-07-29,10.4,3042,5,3,4,650.0,178.0,Brimbank,-37.72285,144.86073000000005,Western Metropolitan,1119,"-37.72285, 144.86073",St,5,7,47,1
12051,Kensington,2,u,445000.0,SP,other,2017-07-29,3.4,3031,2,1,1,1775.0,59.0,Melbourne,-37.79818,144.92685,Northern Metropolitan,5263,"-37.79818, 144.92685",St,5,7,47,1
12052,Kensington,2,u,501000.0,SP,Jellis,2017-07-29,3.4,3031,2,1,1,3957.0,126.0,Melbourne,-37.79741,144.92614,Northern Metropolitan,5263,"-37.79741, 144.92614",St,5,7,9,1
12053,Kensington,3,h,1060000.0,S,Nelson,2017-07-29,3.4,3031,3,1,0,190.0,126.0,Melbourne,-37.7956,144.92779,Northern Metropolitan,5263,"-37.7956, 144.92779",St,5,7,47,1
12054,Kew,3,t,1405000.0,S,Buckingham,2017-07-29,5.4,3101,3,2,2,325.0,129.0,Boroondara,-37.81614,145.05056000000005,Southern Metropolitan,10331,"-37.81614, 145.05056",Rd,5,7,37,1
12055,Kew,4,h,3015000.0,S,Jellis,2017-07-29,5.4,3101,4,2,2,813.0,276.0,Boroondara,-37.80437,145.01725,Southern Metropolitan,10331,"-37.80437, 145.01725",Dr,5,7,47,1
12056,Kew East,3,h,1500000.0,S,Fletchers,2017-07-29,7.3,3102,3,2,2,446.0,126.0,Boroondara,-37.79589,145.05223,Southern Metropolitan,2671,"-37.79589, 145.05223",St,5,7,47,1
12057,Keysborough,3,h,745000.0,SP,Biggin,2017-07-29,25.2,3173,3,1,4,540.0,108.0,Greater Dandenong,-37.9884,145.15925,South-Eastern Metropolitan,8459,"-37.9884, 145.15925",Dr,5,7,37,1
12058,Keysborough,3,h,725000.0,S,Purplebricks,2017-07-29,25.2,3173,3,2,4,553.0,126.0,Greater Dandenong,-37.99432,145.16143,South-Eastern Metropolitan,8459,"-37.99432, 145.16143",Ct,5,7,47,1
12059,Kingsville,1,u,216000.0,SP,Jas,2017-07-29,6.4,3012,1,1,1,0.0,126.0,Maribyrnong,-37.80893,144.87878,Western Metropolitan,1808,"-37.80893, 144.87878",St,5,7,47,1
12060,Knoxfield,5,h,1070000.0,SP,Barry,2017-07-29,23.3,3180,5,2,2,726.0,126.0,Knox,-37.88309,145.24917,Eastern Metropolitan,2949,"-37.88309, 145.24917",Cl,5,7,47,1
12061,Kurunjang,3,h,375000.0,SP,hockingstuart,2017-07-29,31.7,3337,3,2,1,637.0,131.0,Melton,-37.66195,144.59785,Northern Victoria,3553,"-37.66195, 144.59785",Dr,5,7,37,1
12062,Lalor,2,u,444000.0,S,HAR,2017-07-29,16.3,3075,2,1,1,277.0,100.0,Whittlesea,-37.66612,145.0008,Northern Metropolitan,8279,"-37.66612, 145.0008",Ct,5,7,37,1
12063,Lalor,3,h,544000.0,S,other,2017-07-29,16.3,3075,3,1,2,534.0,129.0,Whittlesea,-37.67024,145.03644,Northern Metropolitan,8279,"-37.67024, 145.03644",Dr,5,7,57,1
12064,Lalor,3,h,580500.0,S,Love,2017-07-29,16.3,3075,3,1,1,532.0,934.0,Whittlesea,-37.66101,145.02568,Northern Metropolitan,8279,"-37.66101, 145.02568",St,5,7,37,1
12065,Lalor,4,h,710000.0,S,Love,2017-07-29,16.3,3075,4,1,1,627.0,126.0,Whittlesea,-37.66781,145.00926,Northern Metropolitan,8279,"-37.66781, 145.00926",St,5,7,47,1
12066,Lalor,3,h,700000.0,SP,YPA,2017-07-29,16.3,3075,3,1,2,625.0,126.0,Whittlesea,-37.67427,145.02961000000005,Northern Metropolitan,8279,"-37.67427, 145.02961",St,5,7,47,1
12067,Langwarrin,3,h,565500.0,S,O'Brien,2017-07-29,41.0,3910,3,2,2,361.0,126.0,Frankston,-38.13673,145.21616,Eastern Victoria,8743,"-38.13673, 145.21616",other,5,7,47,1
12068,Lower Plenty,4,h,1129000.0,S,Fletchers,2017-07-29,14.6,3093,4,2,2,792.0,126.0,Banyule,-37.72608,145.12115,Eastern Metropolitan,1624,"-37.72608, 145.12115",St,5,7,47,1
12069,Maidstone,3,t,670000.0,SP,Jas,2017-07-29,6.4,3012,3,2,2,159.0,128.0,Maribyrnong,-37.78502,144.86733,Western Metropolitan,3873,"-37.78502, 144.86733",St,5,7,1,1
12070,Maidstone,4,t,821000.0,S,Jas,2017-07-29,6.4,3012,4,3,2,294.0,151.0,Maribyrnong,-37.78133,144.86768,Western Metropolitan,3873,"-37.78133, 144.86768",St,5,7,3,1
12071,Meadow Heights,3,t,360000.0,SP,RW,2017-07-29,17.4,3048,3,1,1,154.0,108.0,Hume,-37.64992,144.91883,Northern Metropolitan,4704,"-37.64992, 144.91883",Ct,5,7,9,1
12072,Meadow Heights,3,h,510000.0,SP,Barry,2017-07-29,17.4,3048,3,1,1,670.0,101.0,Hume,-37.65168,144.91868,Northern Metropolitan,4704,"-37.65168, 144.91868",Pl,5,7,57,1
12073,Melbourne,2,u,565000.0,S,other,2017-07-29,0.0,3000,2,1,0,89.0,85.0,Melbourne,-37.80802,144.96168,Northern Metropolitan,17496,"-37.80802, 144.96168",St,5,7,14,1
12074,Melbourne,2,u,540000.0,PI,Harcourts,2017-07-29,0.0,3000,2,1,0,0.0,126.0,Melbourne,-37.81351,144.96908,Northern Metropolitan,17496,"-37.81351, 144.96908",St,5,7,67,1
12075,Melton South,3,h,300000.0,S,other,2017-07-29,29.8,3338,3,1,1,585.0,126.0,Melton,-37.71195,144.57235,Western Victoria,4718,"-37.71195, 144.57235",Rd,5,7,47,1
12076,Melton South,3,h,385000.0,S,YPA,2017-07-29,29.8,3338,3,1,2,670.0,124.0,Melton,-37.70228,144.57688000000005,Western Victoria,4718,"-37.70228, 144.57688",Dr,5,7,42,1
12077,Melton West,4,h,427500.0,S,hockingstuart,2017-07-29,31.7,3337,4,1,2,865.0,129.92,Melton,-37.67396,144.55784,Northern Victoria,6065,"-37.67396, 144.55784",other,5,7,37,1
12078,Mentone,2,u,641000.0,S,Thomson,2017-07-29,20.0,3194,2,1,1,0.0,126.0,Kingston,-37.97836,145.07303000000005,South-Eastern Metropolitan,6162,"-37.97836, 145.07303",St,5,7,47,1
12079,Mill Park,3,h,668000.0,S,Ray,2017-07-29,17.9,3082,3,2,1,555.0,196.0,Whittlesea,-37.6764,145.05085,Northern Metropolitan,10529,"-37.6764, 145.05085",Dr,5,7,27,1
12080,Mill Park,3,h,650000.0,PI,Ray,2017-07-29,17.9,3082,3,2,1,661.0,141.0,Whittlesea,-37.66898,145.07209,Northern Metropolitan,10529,"-37.66898, 145.07209",Ct,5,7,27,1
12081,Mill Park,2,h,490000.0,S,Stockdale,2017-07-29,17.9,3082,2,1,2,374.0,100.0,Whittlesea,-37.6745,145.05491,Northern Metropolitan,10529,"-37.6745, 145.05491",Rd,5,7,47,1
12082,Mill Park,4,h,800000.0,S,HAR,2017-07-29,17.9,3082,4,2,2,674.0,126.0,Whittlesea,-37.65639,145.06518,Northern Metropolitan,10529,"-37.65639, 145.06518",Dr,5,7,47,1
12083,Mill Park,5,h,955000.0,S,HAR,2017-07-29,17.9,3082,5,2,5,698.0,126.0,Whittlesea,-37.66683,145.07751000000005,Northern Metropolitan,10529,"-37.66683, 145.07751",Cr,5,7,22,1
12084,Mill Park,3,h,635000.0,S,RW,2017-07-29,17.9,3082,3,1,2,528.0,126.0,Whittlesea,-37.66726,145.05819,Northern Metropolitan,10529,"-37.66726, 145.05819",Rd,5,7,47,1
12085,Mont Albert,3,t,943000.0,S,Fletchers,2017-07-29,10.2,3127,3,1,1,248.0,126.0,Whitehorse,-37.82335,145.11358,Eastern Metropolitan,2079,"-37.82335, 145.11358",Rd,5,7,17,1
12086,Moonee Ponds,4,h,1400000.0,PI,Hodges,2017-07-29,6.2,3039,4,2,1,375.0,200.0,Moonee Valley,-37.76261,144.93249,Western Metropolitan,6232,"-37.76261, 144.93249",St,5,7,87,1
12087,Moonee Ponds,3,h,1245000.0,S,McDonald,2017-07-29,6.2,3039,3,1,0,234.0,126.0,Moonee Valley,-37.76321,144.91958,Western Metropolitan,6232,"-37.76321, 144.91958",St,5,7,103,1
12088,Moorabbin,3,t,920000.0,S,hockingstuart,2017-07-29,14.3,3189,3,2,2,230.0,126.0,Kingston,-37.93793,145.04048,Southern Metropolitan,2555,"-37.93793, 145.04048",St,5,7,47,1
12089,Mooroolbark,3,h,696000.0,S,Fletchers,2017-07-29,26.5,3138,3,1,2,886.0,120.0,Yarra Ranges,-37.7753,145.31266000000005,Eastern Victoria,8280,"-37.7753, 145.31266",Rd,5,7,57,1
12090,Mordialloc,2,u,600000.0,S,Barry,2017-07-29,21.5,3195,2,1,1,0.0,126.0,Kingston,-38.00765,145.0935,South-Eastern Metropolitan,3650,"-38.00765, 145.0935",Av,5,7,50,1
12091,Mount Waverley,3,h,1635000.0,S,Harcourts,2017-07-29,14.2,3149,3,1,2,720.0,126.0,Monash,-37.87735,145.13357,Eastern Metropolitan,13366,"-37.87735, 145.13357",Dr,5,7,57,1
12092,Mount Waverley,3,h,1406000.0,S,Ray,2017-07-29,14.2,3149,3,2,2,660.0,133.0,Monash,-37.86198,145.139,Eastern Metropolitan,13366,"-37.86198, 145.139",Rd,5,7,57,1
12093,Mount Waverley,4,h,1640000.0,S,Barry,2017-07-29,14.2,3149,4,2,2,811.0,126.0,Monash,-37.85858,145.12053,Eastern Metropolitan,13366,"-37.85858, 145.12053",Av,5,7,47,1
12094,Mulgrave,3,h,9000000.0,PI,other,2017-07-29,18.8,3170,3,1,1,744.0,117.0,Monash,-37.93168,145.16126,South-Eastern Metropolitan,7113,"-37.93168, 145.16126",St,5,7,57,1
12095,Mulgrave,3,h,1001000.0,S,Harcourts,2017-07-29,18.8,3170,3,1,2,727.0,168.0,Monash,-37.9128,145.16152,South-Eastern Metropolitan,7113,"-37.9128, 145.16152",Ct,5,7,47,1
12096,Mulgrave,4,h,1030000.0,S,Ray,2017-07-29,18.8,3170,4,2,2,492.0,126.0,Monash,-37.92299000000001,145.19156,South-Eastern Metropolitan,7113,"-37.92299, 145.19156",Gr,5,7,47,1
12097,Murrumbeena,2,u,540000.0,VB,other,2017-07-29,10.1,3163,2,1,1,80.0,67.0,Glen Eira,-37.89563,145.06992,Southern Metropolitan,4442,"-37.89563, 145.06992",St,5,7,47,1
12098,Murrumbeena,2,u,910000.0,S,hockingstuart,2017-07-29,10.1,3163,2,1,2,402.0,106.0,Glen Eira,-37.89801,145.07103999999995,Southern Metropolitan,4442,"-37.89801, 145.07104",Rd,5,7,47,1
12099,Murrumbeena,1,u,295000.0,PI,Thomson,2017-07-29,10.1,3163,1,1,1,0.0,45.0,Glen Eira,-37.89022,145.07333,Southern Metropolitan,4442,"-37.89022, 145.07333",Rd,5,7,47,1
12100,Murrumbeena,3,h,1965000.0,S,Ray,2017-07-29,10.1,3163,3,2,3,926.0,58.0,Glen Eira,-37.88800000000001,145.07123,Southern Metropolitan,4442,"-37.888, 145.07123",Rd,5,7,47,1
12101,Newport,3,t,950000.0,SP,Greg,2017-07-29,6.2,3015,3,2,2,211.0,126.0,Hobsons Bay,-37.83712,144.86686,Western Metropolitan,5498,"-37.83712, 144.86686",St,5,7,47,1
12102,Newport,2,u,582000.0,SP,other,2017-07-29,6.2,3015,2,1,1,963.0,86.0,Hobsons Bay,-37.84212,144.88211,Western Metropolitan,5498,"-37.84212, 144.88211",St,5,7,5,1
12103,Noble Park,3,h,695000.0,S,Barry,2017-07-29,22.7,3174,3,1,1,671.0,142.0,Greater Dandenong,-37.962,145.18035,South-Eastern Metropolitan,11806,"-37.962, 145.18035",Rd,5,7,67,1
12104,North Melbourne,3,u,681000.0,S,other,2017-07-29,1.8,3051,3,1,1,1843.0,126.0,Melbourne,-37.79773,144.94611,Northern Metropolitan,6821,"-37.79773, 144.94611",St,5,7,57,1
12105,North Melbourne,2,h,1803000.0,SP,Alexkarbon,2017-07-29,1.8,3051,2,2,0,119.0,126.0,Melbourne,-37.80304,144.95614,Northern Metropolitan,6821,"-37.80304, 144.95614",St,5,7,47,1
12106,Northcote,2,h,950000.0,SP,Nelson,2017-07-29,5.3,3070,2,1,0,114.0,126.0,Darebin,-37.78024,144.99289,Northern Metropolitan,11364,"-37.78024, 144.99289",St,5,7,47,1
12107,Northcote,3,h,1610000.0,S,Nelson,2017-07-29,5.3,3070,3,1,4,693.0,126.0,Darebin,-37.76433,145.00813,Northern Metropolitan,11364,"-37.76433, 145.00813",Rd,5,7,47,1
12108,Northcote,4,h,1515000.0,S,Jellis,2017-07-29,5.3,3070,4,1,2,318.0,161.0,Darebin,-37.7631,144.99884,Northern Metropolitan,11364,"-37.7631, 144.99884",St,5,7,97,1
12109,Nunawading,2,u,725000.0,S,Stockdale,2017-07-29,15.4,3131,2,1,2,848.0,126.0,Whitehorse,-37.82577,145.17896000000005,Eastern Metropolitan,4973,"-37.82577, 145.17896",Rd,5,7,47,1
12110,Nunawading,3,u,813000.0,S,Ray,2017-07-29,15.4,3131,3,2,2,266.0,134.0,Whitehorse,-37.82923,145.1744,Eastern Metropolitan,4973,"-37.82923, 145.1744",Rd,5,7,16,1
12111,Oak Park,2,t,545000.0,PI,Hodges,2017-07-29,11.2,3046,2,1,1,0.0,80.0,Moreland,-37.71652,144.92268,Northern Metropolitan,2651,"-37.71652, 144.92268",Av,5,7,4,1
12112,Oak Park,4,h,1300000.0,PI,Woodards,2017-07-29,11.2,3046,4,2,2,866.0,175.0,Moreland,-37.71979,144.92341000000005,Northern Metropolitan,2651,"-37.71979, 144.92341",Gr,5,7,57,1
12113,Oak Park,4,h,1260000.0,S,other,2017-07-29,11.2,3046,4,2,2,656.0,204.0,Moreland,-37.71652,144.91211,Northern Metropolitan,2651,"-37.71652, 144.91211",St,5,7,57,1
12114,Oak Park,4,h,921000.0,S,Jellis,2017-07-29,11.2,3046,4,1,4,550.0,126.0,Moreland,-37.7204,144.9143,Northern Metropolitan,2651,"-37.7204, 144.9143",St,5,7,67,1
12115,Oakleigh South,3,h,1250000.0,S,McGrath,2017-07-29,15.5,3167,3,1,2,680.0,126.0,Monash,-37.9123,145.09736999999996,South-Eastern Metropolitan,3692,"-37.9123, 145.09737",Av,5,7,47,1
12116,Oakleigh South,3,h,840000.0,PI,Woodards,2017-07-29,15.5,3167,3,1,4,601.0,126.0,Kingston,-37.93869,145.08441000000005,South-Eastern Metropolitan,3692,"-37.93869, 145.08441",Av,5,7,47,1
12117,Parkdale,5,h,1350000.0,VB,hockingstuart,2017-07-29,21.5,3195,5,2,2,653.0,126.0,Kingston,-37.99336,145.08953,South-Eastern Metropolitan,5087,"-37.99336, 145.08953",St,5,7,47,1
12118,Pascoe Vale,2,u,541000.0,S,Nelson,2017-07-29,8.5,3044,2,1,1,133.0,126.0,Moreland,-37.72136,144.92932,Northern Metropolitan,7485,"-37.72136, 144.92932",Rd,5,7,47,1
12119,Pascoe Vale,2,u,565000.0,S,Rendina,2017-07-29,8.5,3044,2,1,2,189.0,126.0,Moreland,-37.73199,144.93395,Northern Metropolitan,7485,"-37.73199, 144.93395",St,5,7,37,1
12120,Pascoe Vale,3,h,840000.0,PI,Brad,2017-07-29,8.5,3044,3,1,1,438.0,126.0,Moreland,-37.71962,144.94756,Northern Metropolitan,7485,"-37.71962, 144.94756",St,5,7,47,1
12121,Pascoe Vale,3,h,940000.0,SP,hockingstuart,2017-07-29,8.5,3044,3,1,1,559.0,109.0,Moreland,-37.7327,144.92966,Northern Metropolitan,7485,"-37.7327, 144.92966",St,5,7,62,1
12122,Point Cook,4,h,620000.0,S,hockingstuart,2017-07-29,14.7,3030,4,2,2,448.0,238.0,Wyndham,-37.91269000000001,144.73946,Western Metropolitan,15542,"-37.91269, 144.73946",Rd,5,7,6,1
12123,Point Cook,4,h,801000.0,S,YPA,2017-07-29,14.7,3030,4,2,2,628.0,126.0,Wyndham,-37.90622000000001,144.74946,Western Metropolitan,15542,"-37.90622, 144.74946",other,5,7,47,1
12124,Port Melbourne,2,h,1722500.0,S,Marshall,2017-07-29,3.5,3207,2,1,0,101.0,75.0,Port Phillip,-37.83446,144.94021,Southern Metropolitan,8648,"-37.83446, 144.94021",St,5,7,117,1
12125,Port Melbourne,3,h,2730000.0,S,Chisholm,2017-07-29,3.5,3207,3,1,1,324.0,126.0,Port Phillip,-37.83789,144.93833999999995,Southern Metropolitan,8648,"-37.83789, 144.93834",St,5,7,47,1
12126,Port Melbourne,3,h,1030000.0,S,other,2017-07-29,3.5,3207,3,1,0,130.0,126.0,Port Phillip,-37.83424,144.94572,Southern Metropolitan,8648,"-37.83424, 144.94572",St,5,7,47,1
12127,Prahran,2,u,520000.0,PI,hockingstuart,2017-07-29,4.6,3181,2,2,1,1111.0,126.0,Stonnington,-37.84968,144.99389,Southern Metropolitan,7717,"-37.84968, 144.99389",St,5,7,5,1
12128,Preston,4,h,1485000.0,S,McGrath,2017-07-29,8.4,3072,4,1,2,509.0,202.0,Darebin,-37.74684,144.9933,Northern Metropolitan,14577,"-37.74684, 144.9933",Av,5,7,97,1
12129,Preston,7,h,1350000.0,SP,RW,2017-07-29,8.4,3072,7,3,4,530.0,126.0,Darebin,-37.73526,144.99508,Northern Metropolitan,14577,"-37.73526, 144.99508",St,5,7,47,1
12130,Preston,3,h,905000.0,PI,Nelson,2017-07-29,8.4,3072,3,1,1,473.0,126.0,Darebin,-37.73379,144.99053999999995,Northern Metropolitan,14577,"-37.73379, 144.99054",Rd,5,7,47,1
12131,Preston,3,h,1045000.0,S,RW,2017-07-29,8.4,3072,3,1,2,520.0,126.0,Darebin,-37.75371,145.01963999999995,Northern Metropolitan,14577,"-37.75371, 145.01964",Gr,5,7,47,1
12132,Reservoir,4,h,905000.0,S,Barry,2017-07-29,12.0,3073,4,1,2,870.0,126.0,Darebin,-37.70433,145.02068,Northern Metropolitan,21650,"-37.70433, 145.02068",other,5,7,47,1
12133,Reservoir,2,h,875000.0,S,hockingstuart,2017-07-29,12.0,3073,2,1,2,519.0,126.0,Darebin,-37.73019,145.01712,Northern Metropolitan,21650,"-37.73019, 145.01712",Rd,5,7,47,1
12134,Reservoir,3,h,670000.0,S,hockingstuart,2017-07-29,12.0,3073,3,2,1,536.0,126.0,Darebin,-37.69505,144.98126000000005,Northern Metropolitan,21650,"-37.69505, 144.98126",Av,5,7,47,1
12135,Reservoir,3,h,605000.0,SP,Love,2017-07-29,12.0,3073,3,1,1,540.0,126.0,Darebin,-37.69372,144.98058,Northern Metropolitan,21650,"-37.69372, 144.98058",Av,5,7,47,1
12136,Reservoir,2,t,672000.0,S,hockingstuart,2017-07-29,12.0,3073,2,1,1,243.0,120.0,Darebin,-37.71045,145.0018,Northern Metropolitan,21650,"-37.71045, 145.0018",St,5,7,5,1
12137,Richmond,2,u,660000.0,SA,Nelson,2017-07-29,2.4,3121,2,1,1,4422.0,126.0,Yarra,-37.82009,145.0038,Northern Metropolitan,14949,"-37.82009, 145.0038",St,5,7,47,1
12138,Richmond,3,h,1310000.0,S,Jellis,2017-07-29,2.4,3121,3,1,1,209.0,126.0,Yarra,-37.81179,145.00351,Northern Metropolitan,14949,"-37.81179, 145.00351",St,5,7,97,1
12139,Richmond,2,u,666000.0,S,hockingstuart,2017-07-29,2.4,3121,2,1,1,0.0,60.0,Yarra,-37.8211,144.99896,Northern Metropolitan,14949,"-37.8211, 144.99896",St,5,7,47,1
12140,Richmond,1,u,330000.0,VB,Marshall,2017-07-29,2.4,3121,1,1,1,0.0,43.7,Yarra,-37.81317,145.00834,Northern Metropolitan,14949,"-37.81317, 145.00834",St,5,7,47,1
12141,Richmond,2,u,927000.0,S,Biggin,2017-07-29,2.4,3121,2,1,2,0.0,126.0,Yarra,-37.83305,144.99745,Northern Metropolitan,14949,"-37.83305, 144.99745",St,5,7,17,1
12142,Richmond,2,u,575500.0,S,hockingstuart,2017-07-29,2.4,3121,2,1,1,0.0,126.0,Yarra,-37.82328,144.99203,Northern Metropolitan,14949,"-37.82328, 144.99203",St,5,7,47,1
